[INFO] [2025-11-22 11:59:14] [system.py:53] [_initialize_managers] | SafeHome Application started
[INFO] [2025-11-26 15:08:17] [system.py:177] [_initialize_managers] | ConfigurationManager initialized successfully
[INFO] [2025-11-26 15:08:17] [system.py:184] [_initialize_managers] | All managers initialized successfully
[INFO] [2025-11-26 15:12:49] [system.py:141] [_initialize_managers] | SafeHome Application started
[INFO] [2025-11-26 15:12:49] [system.py:142] [_initialize_managers] | Initializing managers...
[INFO] [2025-11-26 15:12:49] [system.py:143] [_initialize_managers] | StorageManager initialized successfully
[INFO] [2025-11-26 15:12:49] [system.py:144] [_initialize_managers] | LogManager initialized successfully
[INFO] [2025-11-26 15:12:49] [system.py:154] [_initialize_managers] | SensorManager initialized successfully
[INFO] [2025-11-26 15:12:49] [system.py:164] [_initialize_managers] | CameraManager initialized successfully
[INFO] [2025-11-26 15:12:49] [system.py:170] [_initialize_managers] | LoginManager initialized successfully
[INFO] [2025-11-26 15:12:49] [system.py:177] [_initialize_managers] | ConfigurationManager initialized successfully
[INFO] [2025-11-26 15:12:49] [system.py:184] [_initialize_managers] | All managers initialized successfully
[INFO] [2025-11-26 15:22:00] [system.py:141] [_initialize_managers] | SafeHome Application started
[INFO] [2025-11-26 15:22:00] [system.py:142] [_initialize_managers] | Initializing managers...
[INFO] [2025-11-26 15:22:00] [system.py:143] [_initialize_managers] | StorageManager initialized successfully
[INFO] [2025-11-26 15:22:00] [system.py:144] [_initialize_managers] | LogManager initialized successfully
[INFO] [2025-11-26 15:22:00] [system.py:154] [_initialize_managers] | SensorManager initialized successfully
[INFO] [2025-11-26 15:22:00] [system.py:164] [_initialize_managers] | CameraManager initialized successfully
[INFO] [2025-11-26 15:22:00] [system.py:170] [_initialize_managers] | LoginManager initialized successfully
[INFO] [2025-11-26 15:22:01] [system.py:177] [_initialize_managers] | ConfigurationManager initialized successfully
[INFO] [2025-11-26 15:22:01] [system.py:184] [_initialize_managers] | All managers initialized successfully
[INFO] [2025-11-26 15:35:10] [system.py:141] [_initialize_managers] | SafeHome Application started
[INFO] [2025-11-26 15:35:10] [system.py:142] [_initialize_managers] | Initializing managers...
[INFO] [2025-11-26 15:35:10] [system.py:143] [_initialize_managers] | StorageManager initialized successfully
[INFO] [2025-11-26 15:35:10] [system.py:144] [_initialize_managers] | LogManager initialized successfully
[INFO] [2025-11-26 15:35:10] [system.py:154] [_initialize_managers] | SensorManager initialized successfully
[INFO] [2025-11-26 15:35:10] [system.py:164] [_initialize_managers] | CameraManager initialized successfully
[INFO] [2025-11-26 15:35:10] [system.py:170] [_initialize_managers] | LoginManager initialized successfully
[INFO] [2025-11-26 15:35:10] [system.py:177] [_initialize_managers] | ConfigurationManager initialized successfully
[INFO] [2025-11-26 15:35:10] [system.py:184] [_initialize_managers] | All managers initialized successfully
[INFO] [2025-11-26 19:25:12] [system.py:141] [_initialize_managers] | SafeHome Application started
[INFO] [2025-11-26 19:25:12] [system.py:142] [_initialize_managers] | Initializing managers...
[INFO] [2025-11-26 19:25:12] [system.py:143] [_initialize_managers] | StorageManager initialized successfully
[INFO] [2025-11-26 19:25:12] [system.py:144] [_initialize_managers] | LogManager initialized successfully
[INFO] [2025-11-26 19:25:12] [system.py:154] [_initialize_managers] | SensorManager initialized successfully
[INFO] [2025-11-26 19:25:12] [system.py:164] [_initialize_managers] | CameraManager initialized successfully
[INFO] [2025-11-26 19:25:12] [system.py:170] [_initialize_managers] | LoginManager initialized successfully
[INFO] [2025-11-26 19:25:12] [system.py:177] [_initialize_managers] | ConfigurationManager initialized successfully
[INFO] [2025-11-26 19:25:12] [system.py:184] [_initialize_managers] | All managers initialized successfully
[INFO] [2025-11-26 19:33:48] [system.py:141] [_initialize_managers] | SafeHome Application started
[INFO] [2025-11-26 19:33:48] [system.py:142] [_initialize_managers] | Initializing managers...
[INFO] [2025-11-26 19:33:48] [system.py:143] [_initialize_managers] | StorageManager initialized successfully
[INFO] [2025-11-26 19:33:48] [system.py:144] [_initialize_managers] | LogManager initialized successfully
[INFO] [2025-11-26 19:33:49] [system.py:154] [_initialize_managers] | SensorManager initialized successfully
[INFO] [2025-11-26 19:33:49] [system.py:164] [_initialize_managers] | CameraManager initialized successfully
[INFO] [2025-11-26 19:33:49] [system.py:170] [_initialize_managers] | LoginManager initialized successfully
[INFO] [2025-11-26 19:33:49] [system.py:177] [_initialize_managers] | ConfigurationManager initialized successfully
[INFO] [2025-11-26 19:33:49] [system.py:184] [_initialize_managers] | All managers initialized successfully
[INFO] [2025-11-26 19:36:31] [system.py:141] [_initialize_managers] | SafeHome Application started
[INFO] [2025-11-26 19:36:31] [system.py:142] [_initialize_managers] | Initializing managers...
[INFO] [2025-11-26 19:36:31] [system.py:143] [_initialize_managers] | StorageManager initialized successfully
[INFO] [2025-11-26 19:36:31] [system.py:144] [_initialize_managers] | LogManager initialized successfully
[INFO] [2025-11-26 19:36:31] [system.py:154] [_initialize_managers] | SensorManager initialized successfully
[INFO] [2025-11-26 19:36:31] [system.py:164] [_initialize_managers] | CameraManager initialized successfully
[INFO] [2025-11-26 19:36:31] [system.py:170] [_initialize_managers] | LoginManager initialized successfully
[INFO] [2025-11-26 19:36:31] [system.py:177] [_initialize_managers] | ConfigurationManager initialized successfully
[INFO] [2025-11-26 19:36:31] [system.py:184] [_initialize_managers] | All managers initialized successfully
[INFO] [2025-11-26 19:37:29] [system.py:141] [_initialize_managers] | SafeHome Application started
[INFO] [2025-11-26 19:37:29] [system.py:142] [_initialize_managers] | Initializing managers...
[INFO] [2025-11-26 19:37:29] [system.py:143] [_initialize_managers] | StorageManager initialized successfully
[INFO] [2025-11-26 19:37:29] [system.py:144] [_initialize_managers] | LogManager initialized successfully
[INFO] [2025-11-26 19:37:29] [system.py:154] [_initialize_managers] | SensorManager initialized successfully
[INFO] [2025-11-26 19:37:29] [system.py:164] [_initialize_managers] | CameraManager initialized successfully
[INFO] [2025-11-26 19:37:29] [system.py:170] [_initialize_managers] | LoginManager initialized successfully
[INFO] [2025-11-26 19:37:29] [system.py:177] [_initialize_managers] | ConfigurationManager initialized successfully
[INFO] [2025-11-26 19:37:29] [system.py:184] [_initialize_managers] | All managers initialized successfully
[INFO] [2025-11-26 19:38:08] [system.py:141] [_initialize_managers] | SafeHome Application started
[INFO] [2025-11-26 19:38:08] [system.py:142] [_initialize_managers] | Initializing managers...
[INFO] [2025-11-26 19:38:08] [system.py:143] [_initialize_managers] | StorageManager initialized successfully
[INFO] [2025-11-26 19:38:08] [system.py:144] [_initialize_managers] | LogManager initialized successfully
[INFO] [2025-11-26 19:38:08] [system.py:154] [_initialize_managers] | SensorManager initialized successfully
[INFO] [2025-11-26 19:38:08] [system.py:164] [_initialize_managers] | CameraManager initialized successfully
[INFO] [2025-11-26 19:38:08] [system.py:170] [_initialize_managers] | LoginManager initialized successfully
[INFO] [2025-11-26 19:38:08] [system.py:177] [_initialize_managers] | ConfigurationManager initialized successfully
[INFO] [2025-11-26 19:38:08] [system.py:184] [_initialize_managers] | All managers initialized successfully
[INFO] [2025-11-26 19:39:55] [system.py:141] [_initialize_managers] | SafeHome Application started
[INFO] [2025-11-26 19:39:55] [system.py:142] [_initialize_managers] | Initializing managers...
[INFO] [2025-11-26 19:39:56] [system.py:143] [_initialize_managers] | StorageManager initialized successfully
[INFO] [2025-11-26 19:39:56] [system.py:144] [_initialize_managers] | LogManager initialized successfully
[INFO] [2025-11-26 19:39:56] [system.py:154] [_initialize_managers] | SensorManager initialized successfully
[INFO] [2025-11-26 19:39:56] [system.py:164] [_initialize_managers] | CameraManager initialized successfully
[INFO] [2025-11-26 19:39:56] [system.py:170] [_initialize_managers] | LoginManager initialized successfully
[INFO] [2025-11-26 19:39:56] [system.py:177] [_initialize_managers] | ConfigurationManager initialized successfully
[INFO] [2025-11-26 19:39:56] [system.py:184] [_initialize_managers] | All managers initialized successfully
[INFO] [2025-11-26 19:40:35] [system.py:141] [_initialize_managers] | SafeHome Application started
[INFO] [2025-11-26 19:40:35] [system.py:142] [_initialize_managers] | Initializing managers...
[INFO] [2025-11-26 19:40:35] [system.py:143] [_initialize_managers] | StorageManager initialized successfully
[INFO] [2025-11-26 19:40:35] [system.py:144] [_initialize_managers] | LogManager initialized successfully
[INFO] [2025-11-26 19:40:35] [system.py:154] [_initialize_managers] | SensorManager initialized successfully
[INFO] [2025-11-26 19:40:35] [system.py:164] [_initialize_managers] | CameraManager initialized successfully
[INFO] [2025-11-26 19:40:35] [system.py:170] [_initialize_managers] | LoginManager initialized successfully
[INFO] [2025-11-26 19:40:35] [system.py:177] [_initialize_managers] | ConfigurationManager initialized successfully
[INFO] [2025-11-26 19:40:35] [system.py:184] [_initialize_managers] | All managers initialized successfully
[INFO] [2025-11-26 19:41:10] [system.py:141] [_initialize_managers] | SafeHome Application started
[INFO] [2025-11-26 19:41:10] [system.py:142] [_initialize_managers] | Initializing managers...
[INFO] [2025-11-26 19:41:10] [system.py:143] [_initialize_managers] | StorageManager initialized successfully
[INFO] [2025-11-26 19:41:10] [system.py:144] [_initialize_managers] | LogManager initialized successfully
[INFO] [2025-11-26 19:41:10] [system.py:154] [_initialize_managers] | SensorManager initialized successfully
[INFO] [2025-11-26 19:41:10] [system.py:164] [_initialize_managers] | CameraManager initialized successfully
[INFO] [2025-11-26 19:41:10] [system.py:170] [_initialize_managers] | LoginManager initialized successfully
[INFO] [2025-11-26 19:41:10] [system.py:177] [_initialize_managers] | ConfigurationManager initialized successfully
[INFO] [2025-11-26 19:41:10] [system.py:184] [_initialize_managers] | All managers initialized successfully
[INFO] [2025-11-26 19:42:24] [system.py:141] [_initialize_managers] | SafeHome Application started
[INFO] [2025-11-26 19:42:24] [system.py:142] [_initialize_managers] | Initializing managers...
[INFO] [2025-11-26 19:42:24] [system.py:143] [_initialize_managers] | StorageManager initialized successfully
[INFO] [2025-11-26 19:42:25] [system.py:144] [_initialize_managers] | LogManager initialized successfully
[INFO] [2025-11-26 19:42:25] [system.py:154] [_initialize_managers] | SensorManager initialized successfully
[INFO] [2025-11-26 19:42:25] [system.py:164] [_initialize_managers] | CameraManager initialized successfully
[INFO] [2025-11-26 19:42:25] [system.py:170] [_initialize_managers] | LoginManager initialized successfully
[INFO] [2025-11-26 19:42:25] [system.py:177] [_initialize_managers] | ConfigurationManager initialized successfully
[INFO] [2025-11-26 19:42:25] [system.py:184] [_initialize_managers] | All managers initialized successfully
[INFO] [2025-11-26 19:43:48] [system.py:141] [_initialize_managers] | SafeHome Application started
[INFO] [2025-11-26 19:43:48] [system.py:142] [_initialize_managers] | Initializing managers...
[INFO] [2025-11-26 19:43:48] [system.py:143] [_initialize_managers] | StorageManager initialized successfully
[INFO] [2025-11-26 19:43:48] [system.py:144] [_initialize_managers] | LogManager initialized successfully
[INFO] [2025-11-26 19:43:48] [system.py:154] [_initialize_managers] | SensorManager initialized successfully
[INFO] [2025-11-26 19:43:48] [system.py:164] [_initialize_managers] | CameraManager initialized successfully
[INFO] [2025-11-26 19:43:48] [system.py:170] [_initialize_managers] | LoginManager initialized successfully
[INFO] [2025-11-26 19:43:48] [system.py:177] [_initialize_managers] | ConfigurationManager initialized successfully
[INFO] [2025-11-26 19:43:48] [system.py:184] [_initialize_managers] | All managers initialized successfully
[INFO] [2025-11-26 19:45:02] [system.py:141] [_initialize_managers] | SafeHome Application started
[INFO] [2025-11-26 19:45:02] [system.py:142] [_initialize_managers] | Initializing managers...
[INFO] [2025-11-26 19:45:02] [system.py:143] [_initialize_managers] | StorageManager initialized successfully
[INFO] [2025-11-26 19:45:02] [system.py:144] [_initialize_managers] | LogManager initialized successfully
[INFO] [2025-11-26 19:45:02] [system.py:154] [_initialize_managers] | SensorManager initialized successfully
